holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund,issuerConditionalDesc,otherDesc,otherValue
81369Y100-TRS-12/01/27-L-CANT,N/A,N/A,STATE STREET MATERIALS SELECT SECTOR SPDR ETF-SWAP-CANT-L,N/A,,81369Y100-TRS-12/01/27-L-CANT,1,NC,USD,1753995.98,199.96,N/A,DE,OTHER,US,N,2,N,N,N,N/A,USER DEFINED,81369Y100-TRS-12/01/27-L-CANT
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,89790.17,NS,USD,89790.17,10.24,Long,STIV,RF,US,N,1,N,N,N,,,
