holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund,issuerConditionalDesc,otherDesc,otherValue
921909768-TRS-07/05/27-L-MREX,N/A,N/A,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND ETF SHARES-SWAP-MREX-L,N/A,,921909768-TRS-07/05/27-L-MREX,1,NC,USD,500159.7,199.83,N/A,DE,OTHER,US,N,2,N,N,N,N/A,USER DEFINED,921909768-TRS-07/05/27-L-MREX
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,48722.53,NS,USD,48722.53,19.47,Long,STIV,RF,US,N,1,N,N,N,,,
