holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund,issuerConditionalDesc,otherDesc,otherValue
464286772-TRS-07/07/27-L-CLST,N/A,N/A,ISHARES MSCI SOUTH KOREA ETF-SWAP-CLST-L,N/A,,464286772-TRS-07/07/27-L-CLST,1,NC,USD,677647.88,137.46,N/A,DE,OTHER,US,N,2,N,N,N,N/A,USER DEFINED,464286772-TRS-07/07/27-L-CLST
464286772-TRS-12/01/27-L-CANT,N/A,N/A,ISHARES MSCI SOUTH KOREA ETF-SWAP-CANT-L,N/A,,464286772-TRS-12/01/27-L-CANT,1,NC,USD,308818.2,62.64,N/A,DE,OTHER,US,N,2,N,N,N,N/A,USER DEFINED,464286772-TRS-12/01/27-L-CANT
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,41152.45,NS,USD,41152.45,8.35,Long,STIV,RF,US,N,1,N,N,N,,,
