holdingId,derivCat,counterpartyName,counterpartyLei,refInstType,refIssuerName,refIssueTitle,refCusip,refIsin,refTicker,swapFlag,terminationDt,notionalAmt,swapCurCd,recFixedOrFloating,recDesc,pmntFixedOrFloating,pmntFloatingRtIndex,pmntFloatingRtSpread,pmntPmntAmt,pmntCurCdLeg,pmntRateTenor,pmntRateUnit
922908736-TRS-07/07/27-L-CLST,SWP,Clear Street LLC,549300KNQS43Y7TO3X67,otherRefInst,VANGUARD GROWTH INDEX FUND ETF SHARES,VANGUARD GROWTH INDEX FUND ETF SHARES,922908736,US9229087369,VUG,Y,2027-07-07,1127265.70,USD,Other,Total return of Vanguard Growth ETF,Floating,USD-SOFR,0.51,1127265.70,USD,Month,3
