Account,bbgid,rawTicker,name,lei,title,cusip,isin,ticker,invCountry,assetCat,issuerCat,derivCat,counterpartyName,counterpartyLei,putOrCall,writtenOrPur,exercisePrice,exercisePriceCurCd,expDt,delta,refInstType,refIndexName,refIndexIdentifier,swapFlag,terminationDt,notionalAmt,swapCurCd,unrealizedAppr,valUSD,pctVal,recFixedOrFloating,recDesc,pmntFixedOrFloating,pmntFloatingRtIndex,pmntFloatingRtSpread,pmntPmntAmt,pmntCurCdLeg,pmntRateTenor,pmntRateUnit,refIssuerName,refIssueTitle,refCusip,refIsin,refTicker,maturityDt,couponKind,annualizedRt,isDefault,areIntrstPmntsInArrs,isPaidKind
XBIX,78464A870 Equity,78464A870-TRS-12/01/27-L-CANT,N/A,N/A,STATE STREET SPDR S&P BIOTECH ETF-SWAP-CANT-L,78464A870-TRS-12/01/27-L-CANT,,78464A870-TRS-12/01/27-L-CANT,US,DE,OTHER,SWP,CANT,WVN8WS9FGENU1O2MB058,,,,,,,otherRefInst,,,Y,2027-12-01,1612044.72,USD,-16120.45,1612044.72,200.12,Other,Total return of State Street SPDR S&P Biotech,Floating,USD-SOFR,0.26,1612044.72,USD,Month,3,State Street SPDR S&P Biotech,SS SPDR S&P BIOTECH ETF,78464A870,US78464A8707,XBI,,,,,,
XBIX,FGXXX US Equity,FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,US,STIV,RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
