holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund,otherDesc,otherValue
SPY-C151.71-20270528,SPY 05/28/2027 151.71 C,N/A,SPY 05/28/2027 151.71 C,N/A,,SPY-C151.71-20270528,18.0,NC,USD,1078119.5,78.39,Long,DE,CORP,US,N,2,N,N,N,USER DEFINED,SPY-C151.71-20270528
SPY-C819.68-20270528,SPY 05/28/2027 819.68 C,N/A,SPY 05/28/2027 819.68 C,N/A,,SPY-C819.68-20270528,18.0,NC,USD,-47838.53,-3.48,Short,DE,CORP,US,N,2,N,N,N,USER DEFINED,SPY-C819.68-20270528
SPY-P758.54-20270528,SPY 05/28/2027 758.54 P,N/A,SPY 05/28/2027 758.54 P,N/A,,SPY-P758.54-20270528,18.0,NC,USD,78227.28,5.69,Long,DE,CORP,US,N,2,N,N,N,USER DEFINED,SPY-P758.54-20270528
912828ZS2,United States Treasury Note/Bo,254900HROIFWPRGM1V77,United States Treasury Note/Bond 0.5% 05/31/2027,912828ZS2,US912828ZS21,,189000,PA,USD,182759.83,13.29,Long,DBT,UST,US,N,2,N,N,N,,
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,84053.57,NS,USD,84053.57,6.11,Long,STIV,RF,US,N,1,N,N,N,,
