holdingId,derivCat,counterpartyName,counterpartyLei,refInstType,refIssuerName,refIssueTitle,refCusip,refIsin,refTicker,swapFlag,terminationDt,notionalAmt,swapCurCd,recFixedOrFloating,recDesc,pmntFixedOrFloating,pmntFloatingRtIndex,pmntFloatingRtSpread,pmntPmntAmt,pmntCurCdLeg,pmntRateTenor,pmntRateUnit
81369Y860-TRS-07/05/27-L-MREX,SWP,Marex Capital Markets Inc.,5493006BWPDUCYG6EQ34,otherRefInst,STATE STREET REAL ESTATE SELECT SECTOR SPDR ETF,STATE STREET REAL ESTATE SELECT SECTOR SPDR ETF,81369Y860,US81369Y8600,XLRE,Y,2027-07-05,517102.94,USD,Other,Total return of State Street Real Estate Selec,Floating,USD-SOFR,0.11,517102.94,USD,Month,3
