holdingId,derivCat,counterpartyName,counterpartyLei,refInstType,refIssuerName,refIssueTitle,refCusip,refIsin,refTicker,swapFlag,terminationDt,notionalAmt,swapCurCd,recFixedOrFloating,recDesc,pmntFixedOrFloating,pmntFloatingRtIndex,pmntFloatingRtSpread,pmntPmntAmt,pmntCurCdLeg,pmntRateTenor,pmntRateUnit
500767306-TRS-12/01/27-L-CANT,SWP,Cantor Fitzgerald & Co.,5493004J7H4GCPG6OB62,otherRefInst,KRANESHARES CSI CHINA INTERNET ETF,KRANESHARES CSI CHINA INTERNET ETF,500767306,US5007673065,KWEB,Y,2027-12-01,967456.05,USD,Other,Total return of KraneShares CSI China Internet,Floating,USD-SOFR,0.36,967456.05,USD,Month,3
