holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund,issuerConditionalDesc,otherDesc,otherValue
922908751-TRS-07/05/27-L-MREX,N/A,N/A,VANGUARD SMALL-CAP INDEX FUND ETF SHARES-SWAP-MREX-L,N/A,,922908751-TRS-07/05/27-L-MREX,1,NC,USD,1757162.97,200.04,N/A,DE,OTHER,US,N,2,N,N,N,N/A,USER DEFINED,922908751-TRS-07/05/27-L-MREX
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,149263.24,NS,USD,149263.24,16.99,Long,STIV,RF,US,N,1,N,N,N,,,
