holdingId,derivCat,counterpartyName,counterpartyLei,refInstType,refIssuerName,refIssueTitle,refCusip,refIsin,refTicker,swapFlag,terminationDt,notionalAmt,swapCurCd,recFixedOrFloating,recDesc,pmntFixedOrFloating,pmntFloatingRtIndex,pmntPmntAmt,pmntCurCdLeg,pmntRateTenor,pmntRateUnit
922908751-TRS-07/05/27-L-MREX,SWP,Marex Capital Markets Inc.,5493006BWPDUCYG6EQ34,otherRefInst,VANGUARD SMALL-CAP INDEX FUND ETF SHARES,VANGUARD SMALL-CAP INDEX FUND ETF SHARES,922908751,US9229087518,VB,Y,2027-07-05,1750684.70,USD,Other,Total return of VANGUARD SMALL-CAP INDEX FUND ETF SHARES,Floating,USD-SOFR,1750684.70,USD,Month,3
