holdingId,derivCat,counterpartyName,counterpartyLei,unrealizedAppr,refInstType,refIssuerName,refIssueTitle,refCusip,refIsin,refTicker,swapFlag,terminationDt,notionalAmt,swapCurCd,recFixedOrFloating,recDesc,pmntFixedOrFloating,pmntFloatingRtIndex,pmntFloatingRtSpread,pmntPmntAmt,pmntCurCdLeg,pmntRateTenor,pmntRateUnit
46434G772-TRS-07/05/27-L-MREX,SWP,MREX,UDJTU07RWJ6VS87R2C28,13289.91,otherRefInst,ISHARES MSCI TAIWAN ETF,ISHARES MSCI TAIWAN ETF,46434G772,US46434G7723,EWT,Y,2027-07-05,1328991.48,USD,Other,Total return of iShares MSCI Taiwan ETF,Floating,USD-SOFR,0.67,1328991.48,USD,Month,3
