holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund,issuerConditionalDesc,otherDesc,otherValue
922042874-TRS-07/05/27-L-MREX,N/A,N/A,VANGUARD FTSE EUROPE ETF-SWAP-MREX-L,N/A,,922042874-TRS-07/05/27-L-MREX,1,NC,USD,1002520,199.97,N/A,DE,OTHER,US,N,2,N,N,N,N/A,USER DEFINED,922042874-TRS-07/05/27-L-MREX
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,139157.51,NS,USD,139157.51,27.76,Long,STIV,RF,US,N,1,N,N,N,,,
