holdingId,derivCat,counterpartyName,counterpartyLei,unrealizedAppr,refInstType,refIssuerName,refIssueTitle,refCusip,refIsin,refTicker,swapFlag,terminationDt,notionalAmt,swapCurCd,recFixedOrFloating,recDesc,pmntFixedOrFloating,pmntFloatingRtIndex,pmntFloatingRtSpread,pmntPmntAmt,pmntCurCdLeg,pmntRateTenor,pmntRateUnit
922042874-TRS-07/05/27-L-MREX,SWP,MREX,UDJTU07RWJ6VS87R2C28,30075.60,otherRefInst,VANGUARD FTSE EUROPE ETF,VANGUARD FTSE EUROPE ETF,922042874,US9220428745,VGK,Y,2027-07-05,1002520.00,USD,Other,Total return of Vanguard FTSE Europe ETF,Floating,USD-SOFR,0.20,1002520.00,USD,Month,3
