holdingId,derivCat,counterpartyName,counterpartyLei,refInstType,refIssuerName,refIssueTitle,refCusip,refIsin,refTicker,swapFlag,terminationDt,notionalAmt,swapCurCd,recFixedOrFloating,recDesc,pmntFixedOrFloating,pmntFloatingRtIndex,pmntPmntAmt,pmntCurCdLeg,pmntRateTenor,pmntRateUnit
61174X109-TRS-12/01/27-L-CANT,SWP,Cantor Fitzgerald & Co.,5493004J7H4GCPG6OB62,otherRefInst,MONSTER BEVERAGE CORPORATION,MONSTER BEVERAGE CORPORATION,61174X109,US61174X1090,MNST,Y,2027-12-01,510433.00,USD,Other,Total return of MONSTER BEVERAGE CORPORATION,Floating,USD-SOFR,510433.00,USD,Month,3
