check,fund,source_a,value_a,source_b,value_b,diff,flag
flow:mon1Redemption,QJN,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,QJN,AP_orders,0.00,TB@20260624,500000.00,-500000.00,REVIEW
flow:mon2Redemption,QJN,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,QJN,AP_orders,1000000.00,TB@20260624,500000.00,500000.00,REVIEW
flow:mon3Redemption,QJN,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,QMY,AP_orders,0.00,TB@20260624,125000.00,-125000.00,REVIEW
flow:mon1Redemption,QMY,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,QMY,AP_orders,5181842.50,TB@20260624,5056842.50,125000.00,
flow:mon2Redemption,QMY,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,QMY,AP_orders,131338.50,TB@20260624,131338.50,0.00,
flow:mon3Redemption,QMY,AP_orders,657652.50,TB@20260624,657652.50,0.00,
flow:mon1Sales,QQJN,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,QQJN,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,QQJN,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,QQJN,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,QQJN,AP_orders,1244876.00,TB@20260624,994876.00,250000.00,REVIEW
flow:mon3Redemption,QQJN,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,QQMY,AP_orders,1000000.00,TB@20260624,25.00,999975.00,REVIEW
flow:mon1Redemption,QQMY,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,QQMY,AP_orders,4402195.00,TB@20260624,5402170.00,-999975.00,REVIEW
flow:mon2Redemption,QQMY,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,QQMY,AP_orders,514538.00,TB@20260624,514538.00,0.00,
flow:mon3Redemption,QQMY,AP_orders,651987.50,TB@20260624,651987.50,0.00,
flow:mon1Sales,RCKZ,AP_orders,0.00,TB@20260624,125000.00,-125000.00,REVIEW
flow:mon1Redemption,RCKZ,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,RCKZ,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,RCKZ,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,RCKZ,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Redemption,RCKZ,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,RKX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,RKX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,RKX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,RKX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,RKX,AP_orders,0.00,TB@20260624,250025.00,-250025.00,REVIEW
flow:mon3Redemption,RKX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,RMBC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,RMBC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,RMBC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,RMBC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,RMBC,AP_orders,250000.00,TB@20260624,250000.00,0.00,
flow:mon3Redemption,RMBC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,SAMX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,SAMX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,SAMX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,SAMX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,SAMX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon3Redemption,SAMX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,SCJN,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,SCJN,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,SCJN,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,SCJN,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,SCJN,AP_orders,1000000.00,TB@20260624,750000.00,250000.00,REVIEW
flow:mon3Redemption,SCJN,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,SCMY,AP_orders,0.00,TB@20260624,125000.00,-125000.00,REVIEW
flow:mon1Redemption,SCMY,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,SCMY,AP_orders,5151994.00,TB@20260624,5026994.00,125000.00,
flow:mon2Redemption,SCMY,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,SCMY,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Redemption,SCMY,AP_orders,509398.00,TB@20260624,509398.00,0.00,
flow:mon1Sales,SIMX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,SIMX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,SIMX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,SIMX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,SIMX,AP_orders,250000.00,TB@20260624,250000.00,0.00,
flow:mon3Redemption,SIMX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,SK,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,SK,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,SK,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,SK,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,SK,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon3Redemption,SK,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,SMCC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,SMCC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,SMCC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,SMCC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,SMCC,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon3Redemption,SMCC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,SNDC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,SNDC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,SNDC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,SNDC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,SNDC,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon3Redemption,SNDC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,STYL,AP_orders,0.00,TB@20260624,125000.00,-125000.00,REVIEW
flow:mon1Redemption,STYL,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,STYL,AP_orders,1414168.50,TB@20260624,1289168.50,125000.00,REVIEW
flow:mon2Redemption,STYL,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,STYL,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Redemption,STYL,AP_orders,258888.00,TB@20260624,0.00,258888.00,REVIEW
flow:mon1Sales,TAJX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,TAJX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,TAJX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,TAJX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,TAJX,AP_orders,611272.00,TB@20260624,361272.00,250000.00,REVIEW
flow:mon3Redemption,TAJX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,TELX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,TELX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,TELX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,TELX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,TELX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon3Redemption,TELX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,TESC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,TESC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,TESC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,TESC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,TESC,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon3Redemption,TESC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,TPLX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,TPLX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,TPLX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,TPLX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,TPLX,AP_orders,250000.00,TB@20260624,250000.00,0.00,
flow:mon3Redemption,TPLX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,TWSC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,TWSC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,TWSC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,TWSC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,TWSC,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon3Redemption,TWSC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,UCTX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,UCTX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,UCTX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,UCTX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,UCTX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon3Redemption,UCTX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,UMCX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,UMCX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,UMCX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,UMCX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,UMCX,AP_orders,250000.00,TB@20260624,250000.00,0.00,
flow:mon3Redemption,UMCX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,USX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,USX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,USX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,USX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,USX,AP_orders,485845.00,TB@20260624,235845.00,250000.00,REVIEW
flow:mon3Redemption,USX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,VBX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,VBX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,VBX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,VBX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,VBX,AP_orders,874852.00,TB@20260624,624852.00,250000.00,REVIEW
flow:mon3Redemption,VBX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,VOOX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,VOOX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,VOOX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,VOOX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,VOOX,AP_orders,719642.00,TB@20260624,469642.00,250000.00,REVIEW
flow:mon3Redemption,VOOX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,WATS,AP_orders,0.00,TB@20260624,125000.00,-125000.00,REVIEW
flow:mon1Redemption,WATS,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,WATS,AP_orders,1326920.00,TB@20260624,1201920.00,125000.00,REVIEW
flow:mon2Redemption,WATS,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,WATS,AP_orders,967200.00,TB@20260624,967200.00,0.00,
flow:mon3Redemption,WATS,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,WEBX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,WEBX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,WEBX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,WEBX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,WEBX,AP_orders,567329.50,TB@20260624,317329.50,250000.00,REVIEW
flow:mon3Redemption,WEBX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,WNDR,AP_orders,0.00,TB@20260624,125000.00,-125000.00,REVIEW
flow:mon1Redemption,WNDR,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,WNDR,AP_orders,1423514.00,TB@20260624,1298514.00,125000.00,REVIEW
flow:mon2Redemption,WNDR,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,WNDR,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Redemption,WNDR,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,WR,AP_orders,0.00,TB@20260624,125000.00,-125000.00,REVIEW
flow:mon1Redemption,WR,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,WR,AP_orders,3383425.00,TB@20260624,3258425.00,125000.00,
flow:mon2Redemption,WR,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,WR,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Redemption,WR,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,WX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,WX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,WX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,WX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,WX,AP_orders,601372.00,TB@20260624,351372.00,250000.00,REVIEW
flow:mon3Redemption,WX,AP_orders,234321.00,TB@20260624,0.00,234321.00,REVIEW
flow:mon1Sales,XA,AP_orders,0.00,TB@20260624,125000.00,-125000.00,REVIEW
flow:mon1Redemption,XA,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,XA,AP_orders,2252314.00,TB@20260624,2127314.00,125000.00,REVIEW
flow:mon2Redemption,XA,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,XA,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Redemption,XA,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,XAG,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,XAG,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,XAG,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,XAG,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,XAG,AP_orders,0.00,TB@20260624,25.00,-25.00,REVIEW
flow:mon3Redemption,XAG,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,XAGI,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,XAGI,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,XAGI,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,XAGI,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,XAGI,AP_orders,669752.00,TB@20260624,419752.00,250000.00,REVIEW
flow:mon3Redemption,XAGI,AP_orders,206822.00,TB@20260624,0.00,206822.00,REVIEW
flow:mon1Sales,XBIX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,XBIX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,XBIX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,XBIX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,XBIX,AP_orders,644119.00,TB@20260624,394119.00,250000.00,REVIEW
flow:mon3Redemption,XBIX,AP_orders,327291.00,TB@20260624,0.00,327291.00,REVIEW
flow:mon1Sales,XCOM,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,XCOM,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,XCOM,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,XCOM,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,XCOM,AP_orders,728422.00,TB@20260624,478422.00,250000.00,REVIEW
flow:mon3Redemption,XCOM,AP_orders,200304.00,TB@20260624,0.00,200304.00,REVIEW
flow:mon1Sales,XCOP,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,XCOP,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,XCOP,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,XCOP,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,XCOP,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon3Redemption,XCOP,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,XEUR,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,XEUR,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,XEUR,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,XEUR,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,XEUR,AP_orders,501574.00,TB@20260624,251574.00,250000.00,REVIEW
flow:mon3Redemption,XEUR,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,XG,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,XG,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,XG,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,XG,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,XG,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Redemption,XG,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,XGAS,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,XGAS,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,XGAS,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,XGAS,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,XGAS,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon3Redemption,XGAS,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,XHOA,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,XHOA,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,XHOA,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,XHOA,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,XHOA,AP_orders,250000.00,TB@20260624,0.00,250000.00,REVIEW
flow:mon3Redemption,XHOA,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,XIWC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,XIWC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,XIWC,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,XIWC,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,XIWC,AP_orders,708478.00,TB@20260624,458478.00,250000.00,REVIEW
flow:mon3Redemption,XIWC,AP_orders,374892.00,TB@20260624,0.00,374892.00,REVIEW
flow:mon1Sales,XKRE,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,XKRE,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,XKRE,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,XKRE,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,XKRE,AP_orders,632485.00,TB@20260624,382485.00,250000.00,REVIEW
flow:mon3Redemption,XKRE,AP_orders,277003.00,TB@20260624,0.00,277003.00,REVIEW
flow:mon1Sales,XLBX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,XLBX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,XLBX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,XLBX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,XLBX,AP_orders,854837.50,TB@20260624,604837.50,250000.00,REVIEW
flow:mon3Redemption,XLBX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,XLEX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,XLEX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,XLEX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,XLEX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,XLEX,AP_orders,616372.00,TB@20260624,366372.00,250000.00,REVIEW
flow:mon3Redemption,XLEX,AP_orders,221533.00,TB@20260624,0.00,221533.00,REVIEW
flow:mon1Sales,XLFX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,XLFX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,XLFX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,XLFX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,XLFX,AP_orders,631349.50,TB@20260624,381349.50,250000.00,REVIEW
flow:mon3Redemption,XLFX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,XLIX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,XLIX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,XLIX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,XLIX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,XLIX,AP_orders,604258.00,TB@20260624,354258.00,250000.00,REVIEW
flow:mon3Redemption,XLIX,AP_orders,260304.00,TB@20260624,0.00,260304.00,REVIEW
flow:mon1Sales,XLKX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,XLKX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,XLKX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,XLKX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,XLKX,AP_orders,672518.00,TB@20260624,422518.00,250000.00,REVIEW
flow:mon3Redemption,XLKX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,XLPX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,XLPX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,XLPX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,XLPX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,XLPX,AP_orders,655739.50,TB@20260624,405739.50,250000.00,REVIEW
flow:mon3Redemption,XLPX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,XLUX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,XLUX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,XLUX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,XLUX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,XLUX,AP_orders,511041.00,TB@20260624,261041.00,250000.00,REVIEW
flow:mon3Redemption,XLUX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,XLVX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,XLVX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,XLVX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,XLVX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,XLVX,AP_orders,805428.00,TB@20260624,555428.00,250000.00,REVIEW
flow:mon3Redemption,XLVX,AP_orders,270494.00,TB@20260624,0.00,270494.00,REVIEW
flow:mon1Sales,XLYX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,XLYX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,XLYX,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,XLYX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,XLYX,AP_orders,366456.00,TB@20260624,0.00,366456.00,REVIEW
flow:mon3Redemption,XLYX,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,XOIL,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,XOIL,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,XOIL,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,XOIL,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,XOIL,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon3Redemption,XOIL,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,XPAV,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,XPAV,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,XPAV,AP_orders,0.00,TB@20260624,250000.00,-250000.00,REVIEW
flow:mon2Redemption,XPAV,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon3Sales,XPAV,AP_orders,250000.00,TB@20260624,0.00,250000.00,REVIEW
flow:mon3Redemption,XPAV,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Sales,XQTM,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon1Redemption,XQTM,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Sales,XQTM,AP_orders,0.00,TB@20260624,0.00,0.00,
flow:mon2Redemption,XQTM,AP_orders,0.00,TB@20260624,0.00,0.00,
