holdingId,derivCat,counterpartyName,counterpartyLei,refInstType,refIssuerName,refIssueTitle,refCusip,refIsin,refTicker,swapFlag,terminationDt,notionalAmt,swapCurCd,recFixedOrFloating,recDesc,pmntFixedOrFloating,pmntFloatingRtIndex,pmntFloatingRtSpread,pmntPmntAmt,pmntCurCdLeg,pmntRateTenor,pmntRateUnit
78464A698-TRS-12/01/27-L-CANT,SWP,Cantor Fitzgerald & Co.,5493004J7H4GCPG6OB62,otherRefInst,STATE STREET SPDR S&P REGIONAL BANKING ETF,STATE STREET SPDR S&P REGIONAL BANKING ETF,78464A698,US78464A6982,KRE,Y,2027-12-01,1343477.38,USD,Other,Total return of State Street SPDR S&P Regional,Floating,USD-SOFR,0.39,1343477.38,USD,Month,3
