holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund,otherDesc,otherValue
EEM-C14.02-20270528,EEM 05/28/2027 14.02 C,N/A,EEM 05/28/2027 14.02 C,N/A,,EEM-C14.02-20270528,217.0,NC,USD,1235777.94,82.27,Long,DE,CORP,US,N,2,N,N,N,USER DEFINED,EEM-C14.02-20270528
EEM-C87.03-20270528,EEM 05/28/2027 87.03 C,N/A,EEM 05/28/2027 87.03 C,N/A,,EEM-C87.03-20270528,217.0,NC,USD,-75338.13,-5.02,Short,DE,CORP,US,N,2,N,N,N,USER DEFINED,EEM-C87.03-20270528
EEM-P59.57-20270528,EEM 05/28/2027 59.57 P,N/A,EEM 05/28/2027 59.57 P,N/A,,EEM-P59.57-20270528,217.0,NC,USD,-67133.12,-4.47,Short,DE,CORP,US,N,2,N,N,N,USER DEFINED,EEM-P59.57-20270528
EEM-P70.08-20270528,EEM 05/28/2027 70.08 P,N/A,EEM 05/28/2027 70.08 P,N/A,,EEM-P70.08-20270528,217.0,NC,USD,144080.41,9.59,Long,DE,CORP,US,N,2,N,N,N,USER DEFINED,EEM-P70.08-20270528
912828ZS2,United States Treasury Note/Bo,254900HROIFWPRGM1V77,United States Treasury Note/Bond 0.5% 05/31/2027,912828ZS2,US912828ZS21,,256000,PA,USD,247547.7,16.48,Long,DBT,UST,US,N,2,N,N,N,,
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,17103.15,NS,USD,17103.15,1.14,Long,STIV,RF,US,N,1,N,N,N,,
