holdingId,derivCat,counterpartyName,counterpartyLei,refInstType,refIssuerName,refIssueTitle,refCusip,refIsin,refTicker,swapFlag,terminationDt,notionalAmt,swapCurCd,recFixedOrFloating,recDesc,pmntFixedOrFloating,pmntFloatingRtIndex,pmntFloatingRtSpread,pmntPmntAmt,pmntCurCdLeg,pmntRateTenor,pmntRateUnit
922908363-TRS-07/07/27-L-CLST,SWP,Clear Street LLC,549300KNQS43Y7TO3X67,otherRefInst,VANGUARD S&P 500 ETF,VANGUARD S&P 500 ETF,922908363,US9229083632,VOO,Y,2027-07-07,1438751.70,USD,Other,Total return of Vanguard S&P 500 ETF,Floating,USD-SOFR,0.63,1438751.70,USD,Month,3
